,id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
6671,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,6.1,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Betsafe),draw,win-market,sa,6.1
6672,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/brentford,9.85,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Betsafe),brentford,win-market,sa,10.0
6673,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Betsafe),liverpool,win-market,sa,1.3
6674,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/draw,5.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Netbet),draw,win-market,nt,6.1
6675,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/brentford,8.25,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Netbet),brentford,win-market,nt,10.0
6676,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/liverpool,1.27,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Netbet),liverpool,win-market,nt,1.3
6677,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/draw,5.25,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Fansbet),draw,win-market,fb,6.1
6678,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/brentford,8.75,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Fansbet),brentford,win-market,fb,10.0
6679,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Fansbet),liverpool,win-market,fb,1.3
6680,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/draw,5.25,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (10bet),draw,win-market,eb,6.1
6681,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.75,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (10bet),brentford,win-market,eb,10.0
6682,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (10bet),liverpool,win-market,eb,1.3
6683,wa/soccer/liverpool-brentford/liverpool-v-brentford/win-draw-win/draw,5.5,2022-01-16T13:50:00Z,2022-01-01T03:32:45Z,Draw (Betway),draw,win-market,wa,6.1
6684,wa/soccer/liverpool-brentford/liverpool-v-brentford/win-draw-win/brentford,10.0,2022-01-16T13:50:00Z,2022-01-01T03:32:45Z,Brentford (Betway),brentford,win-market,wa,10.0
6685,wa/soccer/liverpool-brentford/liverpool-v-brentford/win-draw-win/liverpool,1.3,2022-01-16T13:50:00Z,2022-01-01T03:32:45Z,Liverpool (Betway),liverpool,win-market,wa,1.3
6686,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/draw,5.75,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Mansion Bet),draw,win-market,mb,6.1
6687,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.5,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Mansion Bet),brentford,win-market,mb,10.0
6688,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.27,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Mansion Bet),liverpool,win-market,mb,1.3
6689,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,6.1,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Betsson),draw,win-market,bs,6.1
6690,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/brentford,9.85,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Betsson),brentford,win-market,bs,10.0
6691,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Betsson),liverpool,win-market,bs,1.3
6692,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,6.1,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (LVbet),draw,win-market,lv,6.1
6693,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/brentford,10.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (LVbet),brentford,win-market,lv,10.0
6694,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/liverpool-fc,1.28,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (LVbet),liverpool,win-market,lv,1.3
6695,bh/football/england-premier-league/liverpool-v-brentford/tip/draw,5.6,2022-01-16T15:00:00Z,2022-01-01T03:32:45Z,Draw (Bet At Home),draw,win-market,bh,6.1
6696,bh/football/england-premier-league/liverpool-v-brentford/tip/brentford,9.2,2022-01-16T15:00:00Z,2022-01-01T03:32:45Z,Brentford (Bet At Home),brentford,win-market,bh,10.0
6697,bh/football/england-premier-league/liverpool-v-brentford/tip/liverpool,1.28,2022-01-16T15:00:00Z,2022-01-01T03:32:45Z,Liverpool (Bet At Home),liverpool,win-market,bh,1.3
6698,vb/football/england-premier-league/liverpool-v-brentford/match-result/draw,6.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Vbet),draw,win-market,vb,6.1
6699,vb/football/england-premier-league/liverpool-v-brentford/match-result/brentford,10.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Vbet),brentford,win-market,vb,10.0
6700,vb/football/england-premier-league/liverpool-v-brentford/match-result/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Vbet),liverpool,win-market,vb,1.3
6701,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/x,5.65,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (TonyBet),draw,win-market,tn,6.1
6702,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/brentford-fc,10.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (TonyBet),brentford,win-market,tn,10.0
6703,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/liverpool,1.27,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (TonyBet),liverpool,win-market,tn,1.3
6704,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/draw,5.5,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (BoyleSports),draw,win-market,by,6.1
6705,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/brentford,10.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (BoyleSports),brentford,win-market,by,10.0
6706,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (BoyleSports),liverpool,win-market,by,1.3
6707,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/draw,5.5,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (William Hill),draw,win-market,wh,6.1
6708,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/brentford,10.0,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (William Hill),brentford,win-market,wh,10.0
6709,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (William Hill),liverpool,win-market,wh,1.3
6710,qb/football/english-premier-league/liverpool-v-brentford/match-result/draw,5.5,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Draw (Quinnbet),draw,win-market,qb,6.1
6711,qb/football/english-premier-league/liverpool-v-brentford/match-result/brentford,9.5,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Brentford (Quinnbet),brentford,win-market,qb,10.0
6712,qb/football/english-premier-league/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-01T03:32:45Z,Liverpool (Quinnbet),liverpool,win-market,qb,1.3
6713,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,5.7,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (Betsafe),draw,win-market,sa,5.9
6714,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/brentford,10.5,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Brentford (Betsafe),brentford,win-market,sa,11.0
6715,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.31,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Liverpool (Betsafe),liverpool,win-market,sa,1.31
6716,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/brentford,8.5,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Brentford (Fansbet),brentford,win-market,fb,11.0
6717,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.5,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Brentford (10bet),brentford,win-market,eb,11.0
6718,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/draw,5.5,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (Mansion Bet),draw,win-market,mb,5.9
6719,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Liverpool (Mansion Bet),liverpool,win-market,mb,1.31
6720,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,5.7,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (Betsson),draw,win-market,bs,5.9
6721,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/brentford,10.5,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Brentford (Betsson),brentford,win-market,bs,11.0
6722,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.31,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Liverpool (Betsson),liverpool,win-market,bs,1.31
6723,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,5.8,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (LVbet),draw,win-market,lv,5.9
6724,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/liverpool-fc,1.3,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Liverpool (LVbet),liverpool,win-market,lv,1.31
6725,bh/football/england-premier-league/liverpool-v-brentford/tip/brentford,9.0,2022-01-16T15:00:00Z,2022-01-01T16:19:46Z,Brentford (Bet At Home),brentford,win-market,bh,11.0
6726,vb/football/england-premier-league/liverpool-v-brentford/match-result/draw,5.9,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (Vbet),draw,win-market,vb,5.9
6727,vb/football/england-premier-league/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Liverpool (Vbet),liverpool,win-market,vb,1.31
6728,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/x,5.5,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (TonyBet),draw,win-market,tn,5.9
6729,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/brentford-fc,9.9,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Brentford (TonyBet),brentford,win-market,tn,11.0
6730,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Liverpool (TonyBet),liverpool,win-market,tn,1.31
6731,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/draw,5.0,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Draw (BoyleSports),draw,win-market,by,5.9
6732,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/brentford,11.0,2022-01-16T14:00:00Z,2022-01-01T16:19:46Z,Brentford (BoyleSports),brentford,win-market,by,11.0
6733,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/draw,5.0,2022-01-16T14:00:00Z,2022-01-01T19:08:54Z,Draw (William Hill),draw,win-market,wh,5.9
6734,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/liverpool,1.33,2022-01-16T14:00:00Z,2022-01-01T19:08:54Z,Liverpool (William Hill),liverpool,win-market,wh,1.33
6735,qb/football/english-premier-league/liverpool-v-brentford/match-result/brentford,10.0,2022-01-16T14:00:00Z,2022-01-01T19:08:54Z,Brentford (Quinnbet),brentford,win-market,qb,11.0
6736,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,5.9,2022-01-16T14:00:00Z,2022-01-01T21:45:34Z,Draw (LVbet),draw,win-market,lv,5.9
6737,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/liverpool-fc,1.31,2022-01-16T14:00:00Z,2022-01-01T21:45:34Z,Liverpool (LVbet),liverpool,win-market,lv,1.33
6738,vb/football/england-premier-league/liverpool-v-brentford/match-result/draw,5.8,2022-01-16T14:00:00Z,2022-01-01T21:45:34Z,Draw (Vbet),draw,win-market,vb,5.9
6739,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/x,5.4,2022-01-16T14:00:00Z,2022-01-01T21:45:34Z,Draw (TonyBet),draw,win-market,tn,5.9
6740,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/brentford-fc,9.75,2022-01-16T14:00:00Z,2022-01-01T21:45:34Z,Brentford (TonyBet),brentford,win-market,tn,11.0
6741,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/brentford,8.0,2022-01-16T14:00:00Z,2022-01-02T02:54:38Z,Brentford (Netbet),brentford,win-market,nt,11.0
6742,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-02T02:54:38Z,Liverpool (Netbet),liverpool,win-market,nt,1.33
6743,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T02:54:38Z,Liverpool (Fansbet),liverpool,win-market,fb,1.33
6744,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/brentford,7.75,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Brentford (Netbet),brentford,win-market,nt,11.0
6745,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Liverpool (Netbet),liverpool,win-market,nt,1.33
6746,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/brentford,8.25,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Brentford (Fansbet),brentford,win-market,fb,11.0
6747,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Liverpool (Fansbet),liverpool,win-market,fb,1.33
6748,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.25,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Brentford (10bet),brentford,win-market,eb,11.0
6749,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.31,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Liverpool (10bet),liverpool,win-market,eb,1.33
6750,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.0,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Brentford (Mansion Bet),brentford,win-market,mb,11.0
6751,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T05:39:09Z,Liverpool (Mansion Bet),liverpool,win-market,mb,1.33
6752,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,5.9,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (Betsafe),draw,win-market,sa,6.0
6753,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Betsafe),liverpool,win-market,sa,1.33
6754,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/brentford,8.25,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (Netbet),brentford,win-market,nt,11.0
6755,nt/soccer/england-premier-league/liverpool-v-brentford/moneyline/liverpool,1.26,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Netbet),liverpool,win-market,nt,1.33
6756,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/brentford,8.75,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (Fansbet),brentford,win-market,fb,11.0
6757,fb/soccer/england-premier-league/liverpool-v-brentford/1x2/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Fansbet),liverpool,win-market,fb,1.33
6758,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.75,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (10bet),brentford,win-market,eb,11.0
6759,eb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (10bet),liverpool,win-market,eb,1.33
6760,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/draw,5.75,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (Mansion Bet),draw,win-market,mb,6.0
6761,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/brentford,8.75,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (Mansion Bet),brentford,win-market,mb,11.0
6762,mb/soccer/england-premier-league/liverpool-v-brentford/ft-moneyline/liverpool,1.27,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Mansion Bet),liverpool,win-market,mb,1.33
6763,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,5.9,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (Betsson),draw,win-market,bs,6.0
6764,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Betsson),liverpool,win-market,bs,1.33
6765,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,6.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (LVbet),draw,win-market,lv,6.0
6766,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/brentford,11.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (LVbet),brentford,win-market,lv,11.0
6767,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/liverpool-fc,1.28,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (LVbet),liverpool,win-market,lv,1.33
6768,vb/football/england-premier-league/liverpool-v-brentford/match-result/draw,6.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (Vbet),draw,win-market,vb,6.0
6769,vb/football/england-premier-league/liverpool-v-brentford/match-result/brentford,11.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (Vbet),brentford,win-market,vb,11.0
6770,vb/football/england-premier-league/liverpool-v-brentford/match-result/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Vbet),liverpool,win-market,vb,1.33
6771,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/x,5.7,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (TonyBet),draw,win-market,tn,6.0
6772,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/brentford-fc,10.5,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (TonyBet),brentford,win-market,tn,11.0
6773,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/liverpool,1.25,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (TonyBet),liverpool,win-market,tn,1.33
6774,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/draw,5.5,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (BoyleSports),draw,win-market,by,6.0
6775,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/brentford,10.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (BoyleSports),brentford,win-market,by,11.0
6776,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (BoyleSports),liverpool,win-market,by,1.33
6777,qb/football/english-premier-league/liverpool-v-brentford/match-result/draw,6.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Draw (Quinnbet),draw,win-market,qb,6.0
6778,qb/football/english-premier-league/liverpool-v-brentford/match-result/brentford,11.0,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Brentford (Quinnbet),brentford,win-market,qb,11.0
6779,qb/football/english-premier-league/liverpool-v-brentford/match-result/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T08:12:56Z,Liverpool (Quinnbet),liverpool,win-market,qb,1.33
6780,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,5.8,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Draw (LVbet),draw,win-market,lv,6.0
6781,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/brentford,10.0,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Brentford (LVbet),brentford,win-market,lv,11.0
6782,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/liverpool-fc,1.29,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Liverpool (LVbet),liverpool,win-market,lv,1.3
6783,vb/football/england-premier-league/liverpool-v-brentford/match-result/draw,5.8,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Draw (Vbet),draw,win-market,vb,6.0
6784,vb/football/england-premier-league/liverpool-v-brentford/match-result/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Liverpool (Vbet),liverpool,win-market,vb,1.3
6785,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/x,5.5,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Draw (TonyBet),draw,win-market,tn,6.0
6786,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/brentford-fc,10.0,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Brentford (TonyBet),brentford,win-market,tn,11.0
6787,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Liverpool (TonyBet),liverpool,win-market,tn,1.3
6788,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/draw,5.0,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Draw (BoyleSports),draw,win-market,by,6.0
6789,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Liverpool (BoyleSports),liverpool,win-market,by,1.3
6790,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/draw,5.5,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Draw (William Hill),draw,win-market,wh,6.0
6791,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T10:52:29Z,Liverpool (William Hill),liverpool,win-market,wh,1.3
6792,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,6.2,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Draw (LVbet),draw,win-market,lv,6.2
6793,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/brentford,11.0,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Brentford (LVbet),brentford,win-market,lv,11.0
6794,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/liverpool-fc,1.28,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Liverpool (LVbet),liverpool,win-market,lv,1.3
6795,vb/football/england-premier-league/liverpool-v-brentford/match-result/draw,6.0,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Draw (Vbet),draw,win-market,vb,6.2
6796,vb/football/england-premier-league/liverpool-v-brentford/match-result/liverpool,1.28,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Liverpool (Vbet),liverpool,win-market,vb,1.3
6797,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/x,5.65,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Draw (TonyBet),draw,win-market,tn,6.2
6798,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/brentford-fc,10.75,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Brentford (TonyBet),brentford,win-market,tn,11.0
6799,tn/football/england-premier-league/liverpool-v-brentford-fc/main-result-main-line/liverpool,1.25,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Liverpool (TonyBet),liverpool,win-market,tn,1.3
6800,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/brentford,11.0,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Brentford (BoyleSports),brentford,win-market,by,11.0
6801,by/ukfootball/england-england-premier-league/liverpool-v-brentford/match-betting/liverpool,1.29,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Liverpool (BoyleSports),liverpool,win-market,by,1.3
6802,wh/uk-football/english-premier-league/liverpool-v-brentford/90-minutes/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Liverpool (William Hill),liverpool,win-market,wh,1.3
6803,qb/football/english-premier-league/liverpool-v-brentford/match-result/draw,5.5,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Draw (Quinnbet),draw,win-market,qb,6.2
6804,qb/football/english-premier-league/liverpool-v-brentford/match-result/brentford,10.0,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Brentford (Quinnbet),brentford,win-market,qb,11.0
6805,qb/football/english-premier-league/liverpool-v-brentford/match-result/liverpool,1.3,2022-01-16T14:00:00Z,2022-01-02T13:39:46Z,Liverpool (Quinnbet),liverpool,win-market,qb,1.3
6806,vc/football/eng-premier-league/liverpool-v-brentford/match-betting-90-mins/draw,5.25,2022-01-15T15:00:00Z,2022-01-02T13:39:46Z,Draw (Betvictor),draw,win-market,vc,6.2
6807,vc/football/eng-premier-league/liverpool-v-brentford/match-betting-90-mins/liverpool,1.3,2022-01-15T15:00:00Z,2022-01-02T13:39:46Z,Liverpool (Betvictor),liverpool,win-market,vc,1.3
6808,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,5.7,2022-01-16T14:00:00Z,2022-01-02T16:28:01Z,Draw (Betsafe),draw,win-market,sa,5.8
6809,sa/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.31,2022-01-16T14:00:00Z,2022-01-02T16:28:01Z,Liverpool (Betsafe),liverpool,win-market,sa,1.333
6810,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/draw,5.7,2022-01-16T14:00:00Z,2022-01-02T16:28:01Z,Draw (Betsson),draw,win-market,bs,5.8
6811,bs/football/england-premier-league-epl/liverpool-v-brentford/match-result/liverpool,1.31,2022-01-16T14:00:00Z,2022-01-02T16:28:01Z,Liverpool (Betsson),liverpool,win-market,bs,1.333
6812,lv/football/england-premier-league/liverpool-fc-v-brentford/3w/draw,5.8,2022-01-16T14:00:00Z,2022-01-02T16:28:01Z,Draw (LVbet),draw,win-market,lv,5.8
