id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/draw,3.5,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Betvictor),draw,win-market,vc,4.1
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Betvictor),aston-villa,win-market,vc,4.0
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/manchester-united,1.92,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Manchester United (Betvictor),manchester-united,win-market,vc,1.99
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Draw (10bet),draw,win-market,eb,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Aston Villa (10bet),aston-villa,win-market,eb,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Manchester United (10bet),manchester-united,win-market,eb,1.99
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Draw (Netbet),draw,win-market,nt,4.1
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Aston Villa (Netbet),aston-villa,win-market,nt,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.86,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Manchester United (Netbet),manchester-united,win-market,nt,1.99
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.7,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Draw (Mansion Bet),draw,win-market,mb,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,1.99
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Draw (Fansbet),draw,win-market,fb,4.1
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Aston Villa (Fansbet),aston-villa,win-market,fb,4.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-03T15:40:09Z,Manchester United (Fansbet),manchester-united,win-market,fb,1.99
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Draw (Netbet),draw,win-market,nt,4.1
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Aston Villa (Netbet),aston-villa,win-market,nt,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Manchester United (Netbet),manchester-united,win-market,nt,1.99
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Aston Villa (LVbet),aston-villa,win-market,lv,4.0
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.47,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Aston Villa (Vbet),aston-villa,win-market,vb,4.0
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Draw (BoyleSports),draw,win-market,by,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,4.0
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Manchester United (Quinnbet),manchester-united,win-market,qb,1.99
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Draw (Betvictor),draw,win-market,vc,4.1
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/aston-villa,3.7,2022-01-15T17:30:00Z,2022-01-03T18:25:47Z,Aston Villa (Betvictor),aston-villa,win-market,vc,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Draw (Netbet),draw,win-market,nt,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.85
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.86,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Manchester United (Netbet),manchester-united,win-market,nt,2.0
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/draw,3.75,2022-01-15T17:20:00Z,2022-01-03T21:10:55Z,Draw (Betway),draw,win-market,wa,3.9
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/aston-villa,3.75,2022-01-15T17:20:00Z,2022-01-03T21:10:55Z,Aston Villa (Betway),aston-villa,win-market,wa,3.85
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/manchester-united,1.95,2022-01-15T17:20:00Z,2022-01-03T21:10:55Z,Manchester United (Betway),manchester-united,win-market,wa,2.0
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/draw,3.9,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Draw (LVbet),draw,win-market,lv,3.9
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Aston Villa (LVbet),aston-villa,win-market,lv,3.85
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/manchester-united,2.0,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Manchester United (LVbet),manchester-united,win-market,lv,2.0
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/draw,3.89,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Draw (Vbet),draw,win-market,vb,3.9
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Aston Villa (Vbet),aston-villa,win-market,vb,3.85
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/manchester-united,2.0,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Manchester United (Vbet),manchester-united,win-market,vb,2.0
tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/x,3.75,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Draw (TonyBet),draw,win-market,tn,3.9
tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Aston Villa (TonyBet),aston-villa,win-market,tn,3.85
tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/manchester-united,1.95,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Manchester United (TonyBet),manchester-united,win-market,tn,2.0
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/draw,3.5,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Draw (BoyleSports),draw,win-market,by,3.9
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Aston Villa (BoyleSports),aston-villa,win-market,by,3.85
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/manchester-united,2.0,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Manchester United (BoyleSports),manchester-united,win-market,by,2.0
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/draw,3.5,2022-01-15T17:30:00Z,2022-01-03T21:10:55Z,Draw (Betvictor),draw,win-market,vc,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Draw (10bet),draw,win-market,eb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Aston Villa (10bet),aston-villa,win-market,eb,3.85
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.4,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Draw (Netbet),draw,win-market,nt,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.85
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Manchester United (Netbet),manchester-united,win-market,nt,2.0
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Draw (Mansion Bet),draw,win-market,mb,3.9
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.85
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.5,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Draw (Fansbet),draw,win-market,fb,3.9
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.85
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Manchester United (Quinnbet),manchester-united,win-market,qb,2.0
vc/football/eng-premier-league/aston-villa-v-manchester-united/match-betting-90-mins/manchester-united,1.95,2022-01-15T17:30:00Z,2022-01-03T23:56:48Z,Manchester United (Betvictor),manchester-united,win-market,vc,2.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Draw (10bet),draw,win-market,eb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Aston Villa (10bet),aston-villa,win-market,eb,3.75
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.7,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Aston Villa (Betsson),aston-villa,win-market,bs,3.75
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.99,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Manchester United (Betsson),manchester-united,win-market,bs,2.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Draw (Netbet),draw,win-market,nt,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.75
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.7,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Draw (Mansion Bet),draw,win-market,mb,3.9
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.7,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Aston Villa (Betsafe),aston-villa,win-market,sa,3.75
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.99,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Manchester United (Betsafe),manchester-united,win-market,sa,2.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Draw (Fansbet),draw,win-market,fb,3.9
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.75
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.6,2022-01-15T17:30:00Z,2022-01-04T02:43:42Z,Draw (Quinnbet),draw,win-market,qb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Draw (10bet),draw,win-market,eb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Aston Villa (10bet),aston-villa,win-market,eb,3.75
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.4,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Draw (Netbet),draw,win-market,nt,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.75
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Draw (Mansion Bet),draw,win-market,mb,3.9
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.5,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Draw (Fansbet),draw,win-market,fb,3.9
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Aston Villa (Fansbet),aston-villa,win-market,fb,3.75
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/draw,3.88,2022-01-15T17:30:00Z,2022-01-04T05:26:24Z,Draw (Vbet),draw,win-market,vb,3.9
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/draw,3.89,2022-01-15T17:30:00Z,2022-01-04T08:15:47Z,Draw (Vbet),draw,win-market,vb,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.4,2022-01-15T17:30:00Z,2022-01-04T17:00:39Z,Draw (Netbet),draw,win-market,nt,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-04T17:00:39Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.75
nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-04T17:00:39Z,Manchester United (Netbet),manchester-united,win-market,nt,2.0
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.9,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Draw (Betsson),draw,win-market,bs,3.9
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.55,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Aston Villa (Betsson),aston-villa,win-market,bs,3.75
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,2.02,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Manchester United (Betsson),manchester-united,win-market,bs,2.02
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.9,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Draw (Betsafe),draw,win-market,sa,3.9
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.55,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Aston Villa (Betsafe),aston-villa,win-market,sa,3.75
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,2.02,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Manchester United (Betsafe),manchester-united,win-market,sa,2.02
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Draw (Quinnbet),draw,win-market,qb,3.9
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.75
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,2.0,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Manchester United (Quinnbet),manchester-united,win-market,qb,2.02
fr/football-premiership/football-premiership/aston-villa-v-manchester-united/match-result/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Aston Villa (Betfred),aston-villa,win-market,fr,3.75
fr/football-premiership/football-premiership/aston-villa-v-manchester-united/match-result/manchester-united,2.0,2022-01-15T17:30:00Z,2022-01-04T20:02:35Z,Manchester United (Betfred),manchester-united,win-market,fr,2.02
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.65,2022-01-15T18:30:00Z,2022-01-05T05:27:30Z,Draw (Bet At Home),draw,win-market,bh,3.9
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.94,2022-01-15T18:30:00Z,2022-01-05T05:27:30Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.02
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T05:27:30Z,Draw (Quinnbet),draw,win-market,qb,3.9
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-05T05:27:30Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.75
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T05:27:30Z,Manchester United (Quinnbet),manchester-united,win-market,qb,2.02
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.6,2022-01-15T18:30:00Z,2022-01-05T15:10:41Z,Draw (Bet At Home),draw,win-market,bh,3.9
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.96,2022-01-15T18:30:00Z,2022-01-05T15:10:41Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.02
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-05T15:10:41Z,Draw (Quinnbet),draw,win-market,qb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (10bet),draw,win-market,eb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Manchester United (10bet),manchester-united,win-market,eb,2.02
nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (Netbet),draw,win-market,nt,3.9
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.7,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (Mansion Bet),draw,win-market,mb,3.9
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.75
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,2.02
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Draw (Fansbet),draw,win-market,fb,3.9
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-05T18:57:25Z,Manchester United (Fansbet),manchester-united,win-market,fb,2.02
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.5,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (10bet),draw,win-market,eb,3.9
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (10bet),aston-villa,win-market,eb,3.75
nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.4,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (Netbet),draw,win-market,nt,3.9
nt/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (Netbet),aston-villa,win-market,nt,3.75
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Draw (Mansion Bet),draw,win-market,mb,3.9
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-05T22:23:21Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,3.75
