id,back_decimal,start_date,updated,bet_with_bookie_name,bet_slug,market_slug,bookie_code,best_back_decimal
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-02T02:51:10Z,Manchester United (Fansbet),manchester-united,win-market,fb,2.01
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.6,2022-01-15T18:30:00Z,2022-01-02T02:51:10Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,4.0
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.93,2022-01-15T18:30:00Z,2022-01-02T02:51:10Z,Manchester United (Bet At Home),manchester-united,win-market,bh,2.01
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Draw (10bet),draw,win-market,eb,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Manchester United (10bet),manchester-united,win-market,eb,2.01
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.35,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Draw (Netbet),draw,win-market,nt,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.55,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Draw (Mansion Bet),draw,win-market,mb,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,2.01
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Draw (Fansbet),draw,win-market,fb,4.1
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Aston Villa (Fansbet),aston-villa,win-market,fb,4.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-02T05:35:51Z,Manchester United (Fansbet),manchester-united,win-market,fb,2.01
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (10bet),draw,win-market,eb,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (10bet),manchester-united,win-market,eb,1.99
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (Betsson),draw,win-market,bs,4.1
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Aston Villa (Betsson),aston-villa,win-market,bs,3.8
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.96,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (Betsson),manchester-united,win-market,bs,1.99
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (Netbet),draw,win-market,nt,4.1
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.86,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (Netbet),manchester-united,win-market,nt,1.99
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.65,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (Mansion Bet),draw,win-market,mb,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,1.99
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (Betsafe),draw,win-market,sa,4.1
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Aston Villa (Betsafe),aston-villa,win-market,sa,3.8
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.96,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (Betsafe),manchester-united,win-market,sa,1.99
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/draw,3.8,2022-01-15T17:20:00Z,2022-01-02T08:09:38Z,Draw (Betway),draw,win-market,wa,4.1
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/aston-villa,3.8,2022-01-15T17:20:00Z,2022-01-02T08:09:38Z,Aston Villa (Betway),aston-villa,win-market,wa,3.8
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/manchester-united,1.91,2022-01-15T17:20:00Z,2022-01-02T08:09:38Z,Manchester United (Betway),manchester-united,win-market,wa,1.99
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (Fansbet),draw,win-market,fb,4.1
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (Fansbet),manchester-united,win-market,fb,1.99
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Aston Villa (LVbet),aston-villa,win-market,lv,3.8
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Aston Villa (Vbet),aston-villa,win-market,vb,3.8
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/draw,3.6,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (BoyleSports),draw,win-market,by,4.1
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Aston Villa (BoyleSports),aston-villa,win-market,by,3.8
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Draw (Quinnbet),draw,win-market,qb,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.8
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-02T08:09:38Z,Manchester United (Quinnbet),manchester-united,win-market,qb,1.99
wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/draw,3.6,2022-01-15T17:30:00Z,2022-01-02T10:49:18Z,Draw (William Hill),draw,win-market,wh,4.1
wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/aston-villa,3.7,2022-01-15T17:30:00Z,2022-01-02T10:49:18Z,Aston Villa (William Hill),aston-villa,win-market,wh,3.8
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.8,2022-01-15T17:30:00Z,2022-01-02T10:49:18Z,Draw (Quinnbet),draw,win-market,qb,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-02T10:49:18Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,3.8
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,4.05,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Draw (Betsson),draw,win-market,bs,4.1
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (Betsson),aston-villa,win-market,bs,4.0
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.97,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Manchester United (Betsson),manchester-united,win-market,bs,1.99
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,4.05,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Draw (Betsafe),draw,win-market,sa,4.1
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (Betsafe),aston-villa,win-market,sa,4.0
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.97,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Manchester United (Betsafe),manchester-united,win-market,sa,1.99
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/draw,3.75,2022-01-15T17:20:00Z,2022-01-02T16:24:37Z,Draw (Betway),draw,win-market,wa,4.1
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/aston-villa,3.75,2022-01-15T17:20:00Z,2022-01-02T16:24:37Z,Aston Villa (Betway),aston-villa,win-market,wa,4.0
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/manchester-united,1.95,2022-01-15T17:20:00Z,2022-01-02T16:24:37Z,Manchester United (Betway),manchester-united,win-market,wa,1.99
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.94,2022-01-15T18:30:00Z,2022-01-02T16:24:37Z,Manchester United (Bet At Home),manchester-united,win-market,bh,1.99
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (LVbet),aston-villa,win-market,lv,4.0
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.47,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (Vbet),aston-villa,win-market,vb,4.0
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/draw,3.75,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Draw (BoyleSports),draw,win-market,by,4.1
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (BoyleSports),aston-villa,win-market,by,4.0
wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/draw,3.7,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Draw (William Hill),draw,win-market,wh,4.1
wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/aston-villa,3.6,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (William Hill),aston-villa,win-market,wh,4.0
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,4.0,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,4.0
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.85,2022-01-15T17:30:00Z,2022-01-02T16:24:37Z,Manchester United (Quinnbet),manchester-united,win-market,qb,1.99
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Draw (Betsson),draw,win-market,bs,4.1
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Aston Villa (Betsson),aston-villa,win-market,bs,4.0
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.96,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Manchester United (Betsson),manchester-united,win-market,bs,1.99
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Draw (Betsafe),draw,win-market,sa,4.1
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Aston Villa (Betsafe),aston-villa,win-market,sa,4.0
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.96,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Manchester United (Betsafe),manchester-united,win-market,sa,1.99
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/draw,3.6,2022-01-15T17:20:00Z,2022-01-02T18:56:25Z,Draw (Betway),draw,win-market,wa,4.1
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/aston-villa,4.0,2022-01-15T17:20:00Z,2022-01-02T18:56:25Z,Aston Villa (Betway),aston-villa,win-market,wa,4.0
wa/soccer/aston-villa-manchester-united/aston-villa-v-manchester-united/win-draw-win/manchester-united,1.91,2022-01-15T17:20:00Z,2022-01-02T18:56:25Z,Manchester United (Betway),manchester-united,win-market,wa,1.99
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/draw,3.6,2022-01-15T18:30:00Z,2022-01-02T18:56:25Z,Draw (Bet At Home),draw,win-market,bh,4.1
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/aston-villa,3.55,2022-01-15T18:30:00Z,2022-01-02T18:56:25Z,Aston Villa (Bet At Home),aston-villa,win-market,bh,4.0
bh/football/england-premier-league/aston-villa-v-manchester-united/tip/manchester-united,1.95,2022-01-15T18:30:00Z,2022-01-02T18:56:25Z,Manchester United (Bet At Home),manchester-united,win-market,bh,1.99
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Aston Villa (LVbet),aston-villa,win-market,lv,4.0
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Aston Villa (Vbet),aston-villa,win-market,vb,4.0
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Draw (Quinnbet),draw,win-market,qb,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,4.0
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Manchester United (Quinnbet),manchester-united,win-market,qb,1.99
fr/football-premiership/football-premiership/aston-villa-v-manchester-united/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Draw (Betfred),draw,win-market,fr,4.1
fr/football-premiership/football-premiership/aston-villa-v-manchester-united/match-result/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-02T18:56:25Z,Aston Villa (Betfred),aston-villa,win-market,fr,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Draw (10bet),draw,win-market,eb,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (10bet),aston-villa,win-market,eb,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Manchester United (10bet),manchester-united,win-market,eb,1.99
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.35,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Draw (Netbet),draw,win-market,nt,4.1
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (Netbet),aston-villa,win-market,nt,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Manchester United (Netbet),manchester-united,win-market,nt,1.99
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Draw (Mansion Bet),draw,win-market,mb,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,4.0
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,1.99
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.45,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Draw (Fansbet),draw,win-market,fb,4.1
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (Fansbet),aston-villa,win-market,fb,4.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Manchester United (Fansbet),manchester-united,win-market,fb,1.99
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.45,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (LVbet),aston-villa,win-market,lv,4.0
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.47,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (Vbet),aston-villa,win-market,vb,4.0
wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/draw,3.6,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Draw (William Hill),draw,win-market,wh,4.1
wh/uk-football/english-premier-league/aston-villa-v-man-utd/90-minutes/aston-villa,3.7,2022-01-15T17:30:00Z,2022-01-02T21:35:42Z,Aston Villa (William Hill),aston-villa,win-market,wh,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.75,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Draw (10bet),draw,win-market,eb,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Aston Villa (10bet),aston-villa,win-market,eb,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Manchester United (10bet),manchester-united,win-market,eb,1.99
nt/soccer/england-premier-league/aston-villa-v-man-utd/winner/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Aston Villa (Netbet),aston-villa,win-market,nt,4.0
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.9,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Draw (Mansion Bet),draw,win-market,mb,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,4.0
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.91,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,1.99
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.75,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Draw (Fansbet),draw,win-market,fb,4.1
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.3,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Aston Villa (Fansbet),aston-villa,win-market,fb,4.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Manchester United (Fansbet),manchester-united,win-market,fb,1.99
tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-03T02:39:46Z,Aston Villa (TonyBet),aston-villa,win-market,tn,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.65,2022-01-15T17:30:00Z,2022-01-03T05:13:44Z,Draw (Netbet),draw,win-market,nt,4.1
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.2,2022-01-15T17:30:00Z,2022-01-03T05:13:44Z,Aston Villa (Netbet),aston-villa,win-market,nt,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.86,2022-01-15T17:30:00Z,2022-01-03T05:13:44Z,Manchester United (Netbet),manchester-united,win-market,nt,1.99
lv/football/england-premier-league/aston-villa-v-manchester-united/3w/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-03T05:13:44Z,Aston Villa (LVbet),aston-villa,win-market,lv,4.0
vb/football/england-premier-league/aston-villa-v-manchester-united/match-result/aston-villa,3.5,2022-01-15T17:30:00Z,2022-01-03T05:13:44Z,Aston Villa (Vbet),aston-villa,win-market,vb,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T07:47:45Z,Draw (Netbet),draw,win-market,nt,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (10bet),draw,win-market,eb,4.1
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.9,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (Betsson),draw,win-market,bs,4.1
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.95,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Manchester United (Betsson),manchester-united,win-market,bs,1.99
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.45,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (Netbet),draw,win-market,nt,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.7,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (Mansion Bet),draw,win-market,mb,4.1
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.9,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (Betsafe),draw,win-market,sa,4.1
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/manchester-united,1.95,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Manchester United (Betsafe),manchester-united,win-market,sa,1.99
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (Fansbet),draw,win-market,fb,4.1
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (BoyleSports),draw,win-market,by,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.8,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Draw (Quinnbet),draw,win-market,qb,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.75,2022-01-15T17:30:00Z,2022-01-03T10:22:27Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.75,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (10bet),draw,win-market,eb,4.1
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (10bet),aston-villa,win-market,eb,4.0
eb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Manchester United (10bet),manchester-united,win-market,eb,1.99
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Betsson),draw,win-market,bs,4.1
bs/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.85,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Betsson),aston-villa,win-market,bs,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/draw,3.6,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Netbet),draw,win-market,nt,4.1
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/aston-villa,3.25,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Netbet),aston-villa,win-market,nt,4.0
nt/soccer/england-premier-league/aston-villa-v-man-utd/moneyline/man-utd,1.9,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Manchester United (Netbet),manchester-united,win-market,nt,1.99
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/draw,3.85,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Mansion Bet),draw,win-market,mb,4.1
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/aston-villa,3.4,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Mansion Bet),aston-villa,win-market,mb,4.0
mb/soccer/england-premier-league/aston-villa-v-man-utd/ft-moneyline/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Manchester United (Mansion Bet),manchester-united,win-market,mb,1.99
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/draw,3.85,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Betsafe),draw,win-market,sa,4.1
sa/football/england-premier-league-epl/aston-villa-v-manchester-united/match-result/aston-villa,3.85,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Betsafe),aston-villa,win-market,sa,4.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/draw,3.75,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Fansbet),draw,win-market,fb,4.1
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/aston-villa,3.35,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Fansbet),aston-villa,win-market,fb,4.0
fb/soccer/england-premier-league/aston-villa-v-man-utd/1x2/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Manchester United (Fansbet),manchester-united,win-market,fb,1.99
tn/football/england-premier-league/aston-villa-v-manchester-united/main-result-main-line/x,3.85,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (TonyBet),draw,win-market,tn,4.1
by/ukfootball/england-england-premier-league/aston-villa-v-manchester-united/match-betting/draw,3.75,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (BoyleSports),draw,win-market,by,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/draw,3.75,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Draw (Quinnbet),draw,win-market,qb,4.1
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/aston-villa,3.8,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Aston Villa (Quinnbet),aston-villa,win-market,qb,4.0
qb/football/english-premier-league/aston-villa-v-man-utd/match-result/man-utd,1.95,2022-01-15T17:30:00Z,2022-01-03T13:00:37Z,Manchester United (Quinnbet),manchester-united,win-market,qb,1.99
